2025-06-20 15:23:00 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 09:27:48 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 09:27:48 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:27:48 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:28:18 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 09:28:18 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:28:18 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:28:48 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 09:28:48 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:28:48 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:29:18 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 09:29:18 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:29:18 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:29:48 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 09:29:48 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:29:48 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:30:18 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 09:30:18 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:30:18 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:30:48 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 09:30:48 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:30:48 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:31:18 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 09:31:18 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:31:18 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:31:48 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 09:31:48 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:31:48 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:32:18 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 09:32:18 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:32:18 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:32:48 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 09:32:48 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:32:48 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:33:18 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 09:33:18 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:33:18 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:33:48 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 09:33:48 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:33:48 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:34:18 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 09:34:18 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:34:18 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:34:48 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 09:34:48 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:34:48 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:35:18 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 09:35:18 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:35:18 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:35:48 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 09:35:48 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:35:48 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:36:18 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 09:36:18 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:36:18 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:36:48 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 09:36:48 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:36:48 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:37:18 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 09:37:18 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:37:18 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:37:48 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 09:37:48 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:37:48 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:38:18 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 09:38:18 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:38:18 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:38:48 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 09:38:48 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:38:48 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:39:18 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 09:39:18 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:39:18 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:39:48 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 09:39:48 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:39:48 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:40:18 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 09:40:18 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:40:18 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:40:48 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 09:40:48 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:40:48 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:41:18 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 09:41:18 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:41:18 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:41:48 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 09:41:48 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:41:48 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:42:18 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 09:42:18 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:42:18 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:42:48 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 09:42:48 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:42:48 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:43:18 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 09:43:18 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:43:18 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:43:48 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 09:43:48 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:43:48 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:44:18 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 09:44:18 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:44:18 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:44:48 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 09:44:48 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:44:48 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:45:18 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 09:45:18 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:45:18 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:45:48 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 09:45:48 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:45:48 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:46:18 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 09:46:18 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:46:18 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:46:48 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 09:46:48 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:46:48 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:47:18 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 09:47:18 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:47:18 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:47:48 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 09:47:48 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:47:48 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:48:18 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 09:48:18 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:48:18 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:48:48 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 09:48:48 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:48:48 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:49:18 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 09:49:18 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:49:18 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:49:48 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 09:49:48 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:49:48 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:50:18 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 09:50:18 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:50:18 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:50:48 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 09:50:48 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:50:48 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:51:18 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 09:51:18 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:51:18 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:51:48 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 09:51:48 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:51:48 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:52:18 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 09:52:18 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:52:18 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:52:48 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 09:52:48 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:52:48 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:53:18 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 09:53:18 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:53:18 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:53:48 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 09:53:48 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:53:48 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:54:18 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 09:54:18 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:54:18 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:54:48 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 09:54:48 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:54:48 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:55:18 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 09:55:18 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:55:18 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:55:48 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 09:55:48 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:55:48 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:56:18 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 09:56:18 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:56:18 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:56:48 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 09:56:48 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:56:48 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:57:18 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 09:57:18 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:57:18 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:57:48 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 09:57:48 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:57:48 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:58:18 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 09:58:18 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:58:18 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:58:48 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 09:58:48 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:58:48 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:59:18 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 09:59:18 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:59:18 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:59:48 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 09:59:48 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:59:48 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 10:00:18 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 10:00:18 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 10:00:18 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 10:00:48 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 10:00:48 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 10:00:48 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 10:01:18 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 10:01:18 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 10:01:18 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 10:01:48 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 10:01:48 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 10:01:48 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 10:02:18 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 10:02:18 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 10:02:18 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 10:02:48 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 10:02:48 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 10:02:48 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 10:03:18 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 10:03:18 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 10:03:18 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 10:03:48 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 10:03:48 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 10:03:48 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 10:04:18 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 10:04:18 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 10:04:18 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 10:04:48 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 10:04:48 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 10:04:48 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
